rank,position_pay,rank_pay,longevity_years,longevity_pct,special_conditions_pct,combat_bonus,area,month_days,days_in_combat,days_in_service,nighttime_hours,overtime_hours,additional_pay,deductions,total_gross,total_net,notes

